%time,field.x,field.y,field.z
1666089123729580802,-0.051571853281353025,-0.16753188187859136,0.0
1666089123749249553,-0.051571853281353025,-0.16753188187859136,0.0
1666089123769541634,-0.051571853281353025,-0.16753188187859136,0.0
1666089123789134605,-0.051571853281353025,-0.16753188187859136,0.0
1666089123809271600,-0.051571853281353025,-0.16753188187859136,0.0
1666089123830434301,-0.051571853281353025,-0.16753188187859136,0.0
1666089123849131450,-0.051571853281353025,-0.16753188187859136,0.0
1666089123869325516,-0.051571853281353025,-0.16753188187859136,0.0
1666089123889695373,-0.051571853281353025,-0.16753188187859136,0.0
1666089123936110570,-0.051571853281353025,-0.16753188187859136,0.0
1666089123936128224,-0.051571853281353025,-0.16753188187859136,0.0
1666089123980154637,-0.051571853281353025,-0.16753188187859136,0.0
1666089123980266233,-0.051571853281353025,-0.16753188187859136,0.0
1666089124024183002,-0.051571853281353025,-0.16753188187859136,0.0
1666089124024212578,-0.051571853281353025,-0.16753188187859136,0.0
1666089124068203014,-0.051571853281353025,-0.16753188187859136,0.0
1666089124068255353,-0.051571853281353025,-0.16753188187859136,0.0
1666089124112107620,-0.051571853281353025,-0.16753188187859136,0.0
1666089124112122864,-0.051571853281353025,-0.16753188187859136,0.0
1666089124112165407,-0.051571853281353025,-0.16753188187859136,0.0
1666089124156192705,-0.051571853281353025,-0.16753188187859136,0.0
1666089124156228472,-0.051571853281353025,-0.16753188187859136,0.0
1666089124170442597,-0.051571853281353025,-0.16753188187859136,0.0
1666089124190315189,-0.051571853281353025,-0.16753188187859136,0.0
1666089124236290451,-0.051571853281353025,-0.16753188187859136,0.0
1666089124236337336,-0.051571853281353025,-0.16753188187859136,0.0
1666089124280056708,-0.051571853281353025,-0.16753188187859136,0.0
1666089124280067694,-0.051571853281353025,-0.16753188187859136,0.0
1666089124324098249,-0.051571853281353025,-0.16753188187859136,0.0
1666089124324121552,-0.051571853281353025,-0.16753188187859136,0.0
1666089124368175002,-0.051571853281353025,-0.16753188187859136,0.0
1666089124368198178,-0.051571853281353025,-0.16753188187859136,0.0
1666089124412079874,-0.051571853281353025,-0.16753188187859136,0.0
1666089124412097976,-0.051571853281353025,-0.16753188187859136,0.0
1666089124412124120,-0.051571853281353025,-0.16753188187859136,0.0
1666089124456334831,-0.051571853281353025,-0.16753188187859136,0.0
1666089124456368025,-0.051571853281353025,-0.16753188187859136,0.0
1666089124470387533,-0.051571853281353025,-0.16753188187859136,0.0
1666089124490730801,-0.051571853281353025,-0.16753188187859136,0.0
1666089124536582376,-0.051571853281353025,-0.16753188187859136,0.0
1666089124536639984,-0.051571853281353025,-0.16753188187859136,0.0
1666089124580151548,-0.051571853281353025,-0.16753188187859136,0.0
1666089124580172913,-0.051571853281353025,-0.16753188187859136,0.0
1666089124628236376,-0.051571853281353025,-0.16753188187859136,0.0
1666089124628270578,-0.051571853281353025,-0.16753188187859136,0.0
1666089124672129966,-0.051571853281353025,-0.16753188187859136,0.0
1666089124672148736,-0.051571853281353025,-0.16753188187859136,0.0
1666089124672163837,-0.051571853281353025,-0.16753188187859136,0.0
1666089124716335786,-0.051571853281353025,-0.16753188187859136,0.0
1666089124716372416,-0.051571853281353025,-0.16753188187859136,0.0
1666089124731973017,-0.051571853281353025,-0.16753188187859136,0.0
1666089124749966640,-0.051571853281353025,-0.16753188187859136,0.0
1666089124793151235,-0.051571853281353025,-0.16753188187859136,0.0
1666089124793229693,-0.051571853281353025,-0.16753188187859136,0.0
1666089124836105927,-0.051571853281353025,-0.16753188187859136,0.0
1666089124836136895,-0.051571853281353025,-0.16753188187859136,0.0
1666089124880069423,-0.051571853281353025,-0.16753188187859136,0.0
1666089124880081814,-0.051571853281353025,-0.16753188187859136,0.0
1666089124924140001,-0.051571853281353025,-0.16753188187859136,0.0
1666089124924162498,-0.051571853281353025,-0.16753188187859136,0.0
1666089124968361140,-0.051571853281353025,-0.16753188187859136,0.0
1666089124968461230,-0.051571853281353025,-0.16753188187859136,0.0
1666089125012407936,-0.051571853281353025,-0.16753188187859136,0.0
1666089125012421481,-0.051571853281353025,-0.16753188187859136,0.0
1666089125012431422,-0.051571853281353025,-0.16753188187859136,0.0
1666089125060172389,-0.051571853281353025,-0.16753188187859136,0.0
1666089125060192803,-0.051571853281353025,-0.16753188187859136,0.0
