%time,field.x,field.y,field.z
1666091995913267197,0.8326365233037253,-2.010223955470292,0.0
1666091995978699942,0.8387284923416349,-1.9670635661136902,0.0
1666091996107978922,0.8439844533125491,-1.943107789559107,0.0
1666091996182420910,0.8442131535017058,-1.936680282938932,0.0
1666091996249873060,0.8552397609341863,-1.9069353478525182,0.0
1666091996320832158,0.864183826709609,-1.8890279739651488,0.0
1666091996389620024,0.8562434328922427,-1.877036942236887,0.0
1666091996430379278,0.8610537678866168,-1.8484066333216824,0.0
1666091996507710862,0.8688453062043727,-1.8332548447508383,0.0
1666091996602047775,0.8715092092027499,-1.8273185394946818,0.0
1666091996689790112,0.8663298647721045,-1.831488020359495,0.0
1666091996773066127,0.8692318813239831,-1.8371149147445331,0.0
1666091996792245564,0.8735683344869957,-1.8289680165297264,0.0
1666091996855976664,0.8769614446923728,-1.8267784390578643,0.0
1666091996969644175,0.8862316286185264,-1.836010067803316,0.0
1666091997050470703,0.8907208589202271,-1.8366611023417954,0.0
1666091997124661423,0.8972768581874442,-1.8369105064538593,0.0
1666091997242566169,0.8958233455059923,-1.8599239665747525,0.0
1666091997295596470,0.8975105331302424,-1.853769679733274,0.0
1666091997381606250,0.8945446595830535,-1.8729818178345063,0.0
1666091997433559754,0.8962592742915312,-1.8662328199622884,0.0
1666091997490519864,0.900844014810745,-1.8661913738043305,0.0
1666091997575812279,0.9016122409891254,-1.876219166336068,0.0
1666091997639930866,0.9061366366075394,-1.8777587479853017,0.0
1666091997750088358,0.899639829868115,-1.8947535033514855,0.0
1666091997751386992,0.9138547734381657,-1.8627090016611048,0.0
1666091997876389224,0.9113488225992947,-1.87734050217557,0.0
1666091997877837555,0.9332817507642833,-1.852506670863824,0.0
1666091998011506562,0.9177419697179215,-1.8530209770053983,0.0
1666091998105988102,0.9182780245975978,-1.8335463459729993,0.0
1666091998190371690,0.9181869463691021,-1.8126292116622056,0.0
1666091998192325237,0.9325113036733628,-1.784978361199236,0.0
1666091998314840116,0.9362758969080104,-1.7691293466639029,0.0
1666091998356305254,0.9491468038934721,-1.7490381092467522,0.0
1666091998419009825,0.9629169908450965,-1.733054549608911,0.0
1666091998495492468,0.9758420231836316,-1.7195491125766702,0.0
1666091998643480810,0.9818568887774707,-1.7117195737002655,0.0
1666091998649415621,0.994765819949394,-1.697803224303006,0.0
1666091998728766159,1.0078286532089955,-1.689977331295556,0.0
