%time,field.x,field.y,field.z
1666091405269275006,0.0,0.0,0.0
1666091405322291442,0.0,0.0,0.0
1666091405428700670,0.0,0.0,0.0
1666091405534648744,0.0,0.0,0.0
1666091405535379992,0.0,0.0,0.0
1666091405669442253,0.0,0.0,0.0
1666091405744049695,0.0,0.0,0.0
1666091405824835155,0.0,0.0,0.0
1666091405825216693,0.0,0.0,0.0
1666091405897516127,0.0,0.0,0.0
1666091405947934708,0.0,0.0,0.0
1666091406082502511,0.0,0.0,0.0
1666091406101333997,0.0,0.0,0.0
1666091406241461128,0.0,0.0,0.0
1666091406241502944,0.0,0.0,0.0
1666091406321872580,0.0,0.0,0.0
1666091406407668442,0.0,0.0,0.0
1666091406497517486,0.0,0.0,0.0
1666091406609598775,0.0,0.0,0.0
1666091406616666034,0.0,0.0,0.0
1666091406690149142,0.0,0.0,0.0
1666091406759843061,0.0,0.0,0.0
1666091406905184617,0.0,0.0,0.0
1666091406905388337,0.0,0.0,0.0
1666091407041988093,0.0,0.0,0.0
1666091407042142805,0.0,0.0,0.0
1666091407140245630,0.0,0.0,0.0
1666091407211461722,0.0,0.0,0.0
1666091407299424920,0.0,0.0,0.0
1666091407440902482,0.0,0.0,0.0
1666091407441155015,0.0,0.0,0.0
1666091407525972788,0.0,0.0,0.0
1666091407604920711,0.0,0.0,0.0
1666091407671561409,0.0,0.0,0.0
1666091407758685665,0.0,0.0,0.0
1666091407833950095,0.0,0.0,0.0
1666091407895834082,0.0,0.0,0.0
1666091408008506559,0.0,0.0,0.0
1666091408099745861,0.0,0.0,0.0
1666091408166835730,0.0,0.0,0.0
1666091408235028581,0.0,0.0,0.0
1666091408235180183,0.0,0.0,0.0
1666091408324110662,0.0,0.0,0.0
1666091408422213851,0.0,0.0,0.0
1666091408492403408,0.0,0.0,0.0
1666091408492418274,0.0,0.0,0.0
1666091408564422431,0.0,0.0,0.0
1666091408659902789,0.0,0.0,0.0
1666091408707903441,0.0,0.0,0.0
1666091408757108360,0.0,0.0,0.0
1666091408822768349,0.0,0.0,0.0
1666091408895866592,0.0,0.0,0.0
1666091408993573589,0.0,0.0,0.0
1666091409083658357,0.0,0.0,0.0
1666091409089927908,0.0,0.0,0.0
1666091409159739552,0.0,0.0,0.0
1666091409225201038,0.0,0.0,0.0
1666091409322534935,0.0,0.0,0.0
1666091409417800452,0.0,0.0,0.0
1666091409417834911,0.0,0.0,0.0
1666091409495530084,0.0,0.0,0.0
1666091409591731924,0.0,0.0,0.0
1666091409642938992,0.0,0.0,0.0
1666091409696570942,0.0,0.0,0.0
1666091409760329671,0.0,0.0,0.0
1666091409827705115,0.0,0.0,0.0
1666091409924666434,0.0,0.0,0.0
1666091409974915946,0.0,0.0,0.0
1666091410074169641,0.0,0.0,0.0
1666091410074242215,0.0,0.0,0.0
1666091410192605433,0.0,0.0,0.0
1666091410192632998,0.0,0.0,0.0
1666091410292972775,0.0,0.0,0.0
1666091410293004368,0.0,0.0,0.0
1666091410404055899,0.0,0.0,0.0
1666091410453438710,0.0,0.0,0.0
1666091410537008201,0.0,0.0,0.0
1666091410563823393,0.0,0.0,0.0
1666091410674939667,0.0,0.0,0.0
1666091410676768247,0.0,0.0,0.0
1666091410796763772,0.0,0.0,0.0
1666091410855247178,0.0,0.0,0.0
1666091410917498312,0.0,0.0,0.0
1666091410977535075,0.0,0.0,0.0
1666091411045548879,0.0,0.0,0.0
1666091411115661357,0.6603796482086182,-0.9315195083618164,0.0
1666091411183492157,0.6720128655433655,-0.945020854473114,0.0
1666091411257794345,0.6913329362869263,-0.9407726526260376,0.0
1666091411293727688,0.7272372245788574,-0.9454106092453003,0.0
1666091411356928784,0.7382025122642517,-0.9493839144706726,0.0
1666091411423022036,0.7552290558815002,-0.9554746747016907,0.0
1666091411484568998,0.7636147737503052,-0.9584978818893433,0.0
1666091411563606633,0.8517873287200928,-0.9187052845954895,0.0
1666091411659204253,0.8413126468658447,-0.9026498794555664,0.0
1666091411713100859,0.877423107624054,-0.8930184245109558,0.0
1666091411783371412,0.8773638010025024,-0.8790729641914368,0.0
1666091411837479956,0.8839955925941467,-0.8824235200881958,0.0
1666091411946479240,0.8941236734390259,-0.8780251741409302,0.0
1666091412024584679,0.9022680521011353,-0.8716409802436829,0.0
1666091412124297777,0.9014409780502319,-0.8641660213470459,0.0
1666091412180964335,0.9024213552474976,-0.868983805179596,0.0
1666091412283651720,0.8945836424827576,-0.8671322464942932,0.0
1666091412290585368,0.8994994163513184,-0.8470796346664429,0.0
1666091412407058670,0.895514190196991,-0.8293523788452148,0.0
1666091412450433267,0.8874378204345703,-0.8052023649215698,0.0
1666091412504121677,0.8812385201454163,-0.7962116003036499,0.0
1666091412576428332,0.8653240203857422,-0.7687950730323792,0.0
1666091412673261679,0.8476234078407288,-0.7477149367332458,0.0
