1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
1.56839	-0.0316786
